Student_ID,Age,Gender,Course_Year,Attendance_Percentage,Assignment_Submission_Rate,Quiz_Average_Score,Midterm_Score,Previous_GPA,Online_Learning_Hours,Course_Participation_Score,Forum_Activity_Count,Login_Frequency_Per_Week,Learning_Resource_Access_Count,Late_Submission_Count,Missing_Assignment_Count,Study_Plan_Adherence,Academic_Counseling_Received,Tutoring_Support_Received,Adaptive_Learning_Resource_Used,Performance_Score,Final_Academic_Score,Intervention_Recommendation,Academic_Risk_Level,Academic_Risk_Class
2209,22,Female,1,67.88,70.4,53.33,91.59,1.54,3.11,67.42,20,11,34,7,1,83.3,1,0,0,55.45,56.93,Adaptive Learning Resources,Medium Risk,1
2210,24,Female,3,93.68,86.83,51.92,40.95,1.21,14.02,65.39,34,4,43,9,0,55.46,0,0,0,55.12,61.32,Adaptive Learning Resources,Medium Risk,1
2211,22,Female,1,72.45,76.9,27.42,91.67,1.37,11.4,89.9,22,12,66,3,4,33.71,1,0,1,59.85,66.07,Adaptive Learning Resources,Medium Risk,1
2212,21,Female,1,64.03,40.87,50.73,35.15,2.81,4.07,21.21,39,9,17,2,4,52.89,0,0,1,44.76,47.16,Adaptive Learning Resources,Medium Risk,1
2213,20,Female,2,78.28,51.6,39.04,64.4,3.2,2.68,58.3,43,13,38,0,6,77.49,1,0,0,59.03,65.69,Adaptive Learning Resources,Medium Risk,1
2214,19,Male,1,89.18,87.19,74.5,21.72,1.47,1.21,89.61,22,7,53,7,0,53.57,0,0,0,52.47,56.58,Adaptive Learning Resources,Medium Risk,1
2215,20,Male,2,53.36,70.67,15.47,80.05,1.34,3.26,35.69,17,4,36,7,5,63.63,1,0,1,19.29,27.83,Academic Counseling and Tutoring,High Risk,2
2216,23,Female,1,41.99,33.31,24.04,28.02,3.07,11.12,96.64,22,9,73,3,0,92.7,0,1,0,72.62,74.39,Regular Monitoring,Low Risk,0
2217,17,Male,2,63.15,46.04,93.09,87.76,2.55,9.63,79.25,0,5,48,4,6,75.61,0,0,0,57.81,62.78,Adaptive Learning Resources,Medium Risk,1
2218,23,Male,4,48.94,83.29,51.83,50.72,2.12,14.53,80.99,43,4,3,3,7,99.73,0,0,0,47.94,50.92,Adaptive Learning Resources,Medium Risk,1
2219,17,Female,3,62.92,33.77,29.98,18.51,3.17,5.17,73.24,19,2,45,4,7,21.51,0,0,0,24.21,30.78,Academic Counseling and Tutoring,High Risk,2
2220,18,Female,2,99.42,75.28,82.42,42.72,2.37,11.91,55.8,15,9,54,3,6,78.78,0,0,1,61.87,65.87,Adaptive Learning Resources,Medium Risk,1
2221,20,Male,1,72.32,65.08,87.39,80.18,2.4,2.25,56.88,8,12,75,8,3,77.28,1,1,0,54.34,59.9,Adaptive Learning Resources,Medium Risk,1
2222,17,Female,3,80.08,31.8,32.95,16.87,1.05,8.66,87.13,24,10,11,0,0,24.25,1,0,0,58.09,60.83,Adaptive Learning Resources,Medium Risk,1
2223,25,Male,1,79.07,75.11,75.66,66.32,1.95,7.27,31.13,37,8,46,9,7,97.1,0,1,0,30.43,40.28,Academic Counseling and Tutoring,High Risk,2
2224,22,Female,1,88.35,31.39,67.29,55.65,1.02,12.65,61.77,24,6,77,9,7,86.85,1,1,1,24.34,33.64,Academic Counseling and Tutoring,High Risk,2
2225,17,Male,3,96.37,51.87,78.33,37.89,3.77,10.67,44.8,37,1,59,2,3,58.49,0,0,0,75.7,78.77,Regular Monitoring,Low Risk,0
2226,17,Female,4,77.82,44.68,81.97,78.01,1.88,3.32,98.75,6,8,25,6,5,33.74,0,0,0,41.75,47.33,Adaptive Learning Resources,Medium Risk,1
2227,22,Male,2,65.95,75.2,71.18,14.72,1.54,14.77,20.3,15,4,23,5,4,30.85,0,0,0,38.26,45.59,Academic Counseling and Tutoring,High Risk,2
2228,20,Female,1,55.66,82.59,96.28,54.79,1.27,12.44,25.09,34,1,42,7,7,25.85,1,1,1,24.86,35.81,Academic Counseling and Tutoring,High Risk,2
2229,20,Male,4,58.42,33.47,88.46,55.62,1.14,5.64,97.39,30,3,6,5,3,31.45,1,0,1,38.62,44.24,Academic Counseling and Tutoring,High Risk,2
2230,22,Male,1,56.74,84.96,34.46,17.78,3.66,12.48,63.5,0,6,5,7,2,93.6,0,0,1,59.84,63.76,Adaptive Learning Resources,Medium Risk,1
2231,23,Male,4,56.09,20.58,92.65,22.24,1.51,14.38,31.08,19,2,60,0,7,68.97,0,0,1,39.89,47.36,Academic Counseling and Tutoring,High Risk,2
2232,25,Male,2,80.15,62.4,45.57,46.87,2.85,13.41,55.89,26,8,23,8,1,25.6,0,1,1,58.68,62.18,Adaptive Learning Resources,Medium Risk,1
2233,21,Male,2,73.2,61.34,76.76,58.29,2.95,8.57,45.81,0,5,61,4,6,93.34,0,0,0,54.6,62.14,Adaptive Learning Resources,Medium Risk,1
2234,25,Male,2,48.13,69.91,87.08,14.79,1.95,8.87,92.9,36,5,71,9,3,19.57,0,0,0,36.35,41.2,Academic Counseling and Tutoring,High Risk,2
2235,20,Female,4,98.03,39.18,52.09,11.06,3.5,2.05,75.01,23,1,12,1,6,49.77,1,0,1,44.33,51.8,Adaptive Learning Resources,Medium Risk,1
2236,18,Female,4,62.8,20.79,19.38,27.33,1.64,2.89,30.44,4,9,47,0,2,78.12,0,0,1,43.72,47.68,Adaptive Learning Resources,Medium Risk,1
2237,19,Male,2,71.8,56.38,95.72,53.9,1.21,14.75,62.92,10,11,42,3,0,84.87,1,0,1,79.81,80.7,Regular Monitoring,Low Risk,0
2238,17,Female,3,80.67,25.71,21.16,13.63,1.21,11.66,30.76,34,2,8,9,7,86.66,0,1,1,0.25,8.41,Academic Counseling and Tutoring,High Risk,2
2239,22,Male,3,74.89,91.38,44.59,75.99,1.9,0.87,73.22,28,9,25,7,6,95.34,0,1,1,34.78,36.97,Academic Counseling and Tutoring,High Risk,2
2240,22,Female,3,55.22,33.89,65.7,23.67,2.39,8.44,78.18,22,13,9,2,7,37.77,1,1,0,37.76,41.99,Academic Counseling and Tutoring,High Risk,2
2241,17,Male,4,86.85,54.02,24.99,79.54,2.89,5.51,64.97,9,10,13,9,0,47.51,0,1,0,57.25,57.74,Adaptive Learning Resources,Medium Risk,1
2242,19,Female,1,42.16,54.72,86.25,28.43,3.19,5.02,97.28,29,10,11,3,0,68.88,0,1,0,74.64,76.9,Regular Monitoring,Low Risk,0
2243,21,Male,2,71.98,64.23,32.29,41.2,1.54,8.57,95.55,30,11,12,1,0,89.51,0,0,0,72.76,76.32,Regular Monitoring,Low Risk,0
2244,19,Female,4,52.77,82.6,98.81,53.12,3.05,5.14,36.47,23,14,21,1,6,66.08,0,1,1,61.54,65.44,Adaptive Learning Resources,Medium Risk,1
2245,19,Male,4,75.02,57.77,92.9,41.25,1.55,4.15,20.03,13,1,45,1,2,38.13,1,0,0,53.28,58.83,Adaptive Learning Resources,Medium Risk,1
2246,19,Male,1,49.17,22.06,66.39,12.13,3.99,14.1,73.02,10,10,24,9,6,83.17,0,0,0,39.45,48.34,Academic Counseling and Tutoring,High Risk,2
2247,21,Male,1,85.19,81.69,71.1,91.77,3.88,1.08,58.05,0,8,23,0,1,91.67,0,1,0,95.98,98.5,Regular Monitoring,Low Risk,0
2248,21,Female,4,49.79,26.57,60.36,35.78,1.31,6.82,46.77,43,3,46,9,5,15.71,0,0,0,7.57,14.47,Academic Counseling and Tutoring,High Risk,2
2249,20,Female,2,92.88,71.32,48.24,22.24,2.97,7.91,93.35,25,13,23,9,5,15.43,1,1,0,38.7,47.63,Academic Counseling and Tutoring,High Risk,2
2250,17,Female,3,91.0,84.27,44.9,21.93,3.71,6.88,98.28,19,3,40,4,3,96.09,1,0,1,69.53,73.35,Regular Monitoring,Low Risk,0
2251,21,Female,1,58.56,42.62,90.79,97.72,1.24,10.03,94.45,1,7,42,4,1,62.3,0,1,0,70.14,71.45,Regular Monitoring,Low Risk,0
2252,21,Female,4,60.08,55.93,64.01,21.08,1.37,0.87,60.02,32,7,57,2,3,22.5,0,0,0,37.34,45.14,Academic Counseling and Tutoring,High Risk,2
2253,20,Female,1,80.6,21.15,84.98,41.19,2.04,13.33,76.27,44,7,68,2,1,45.3,0,1,0,73.92,76.53,Regular Monitoring,Low Risk,0
2254,22,Male,1,40.87,84.31,58.7,16.09,1.29,7.75,33.73,44,11,36,7,2,63.22,0,0,1,35.21,39.63,Academic Counseling and Tutoring,High Risk,2
2255,20,Female,1,40.26,76.26,41.1,76.19,3.66,8.53,96.07,44,14,17,9,6,68.14,1,0,0,46.24,50.96,Adaptive Learning Resources,Medium Risk,1
2256,23,Male,4,43.86,38.51,22.8,63.71,3.63,7.21,42.69,16,7,19,6,7,28.87,1,0,1,27.64,32.26,Academic Counseling and Tutoring,High Risk,2
2257,23,Female,3,71.56,51.22,42.51,58.02,3.85,6.95,35.42,5,3,14,3,2,86.4,1,0,0,67.93,69.42,Regular Monitoring,Low Risk,0
2258,18,Female,3,44.69,75.63,89.81,87.03,1.61,3.21,24.81,11,8,23,7,0,61.32,1,0,0,54.15,56.32,Adaptive Learning Resources,Medium Risk,1
2259,19,Female,2,53.05,48.65,75.52,61.6,1.14,7.81,64.03,14,1,10,9,7,59.64,0,1,0,11.37,16.59,Academic Counseling and Tutoring,High Risk,2
2260,17,Female,4,77.05,32.99,81.8,96.0,2.33,6.61,95.88,2,3,71,8,4,60.98,0,1,0,50.66,54.81,Adaptive Learning Resources,Medium Risk,1
2261,24,Female,3,36.02,61.48,80.74,66.05,3.64,7.29,30.85,21,8,10,5,2,20.29,1,0,0,60.68,66.9,Adaptive Learning Resources,Medium Risk,1
2262,25,Female,3,46.72,77.89,25.2,41.89,2.92,0.7,29.67,37,13,19,6,7,78.93,1,0,1,22.7,27.68,Academic Counseling and Tutoring,High Risk,2
2263,20,Male,4,95.45,45.66,28.5,13.31,3.99,2.4,41.81,20,2,65,6,6,21.85,1,1,1,29.53,36.67,Academic Counseling and Tutoring,High Risk,2
2264,22,Male,2,78.13,29.74,41.97,75.27,3.72,11.57,73.23,34,7,39,4,6,54.38,0,0,1,57.89,60.57,Adaptive Learning Resources,Medium Risk,1
2265,25,Female,3,54.86,86.36,40.59,43.63,2.18,6.58,63.83,43,4,52,3,2,65.07,0,0,0,57.03,61.5,Adaptive Learning Resources,Medium Risk,1
2266,22,Female,4,37.94,40.22,20.62,63.93,1.12,11.27,27.7,42,6,59,1,0,32.98,0,1,1,54.8,56.06,Adaptive Learning Resources,Medium Risk,1
2267,25,Male,4,73.09,61.03,28.05,88.87,1.02,2.98,55.38,26,9,23,0,4,55.98,0,0,1,48.52,54.3,Adaptive Learning Resources,Medium Risk,1
2268,20,Male,3,49.49,75.31,87.78,10.69,2.93,10.62,25.35,5,8,57,7,2,39.35,0,1,0,51.85,56.05,Adaptive Learning Resources,Medium Risk,1
2269,24,Male,1,97.41,45.37,65.07,78.37,3.75,4.69,88.15,10,4,30,1,2,75.32,0,0,1,85.89,88.14,Regular Monitoring,Low Risk,0
2270,25,Male,3,79.65,71.89,44.09,49.18,2.33,10.72,28.57,16,7,56,7,6,60.36,1,0,0,35.89,40.9,Academic Counseling and Tutoring,High Risk,2
2271,20,Female,2,98.32,56.78,59.75,21.17,3.62,1.76,57.7,35,14,5,8,7,22.87,0,1,0,28.64,32.13,Academic Counseling and Tutoring,High Risk,2
2272,21,Female,1,90.18,65.63,37.21,62.42,2.7,5.34,60.84,30,14,37,3,1,65.99,1,1,0,73.34,75.7,Regular Monitoring,Low Risk,0
2273,24,Female,4,66.4,67.25,64.63,57.94,1.29,2.23,62.41,42,3,75,0,3,26.58,1,1,0,52.04,58.05,Adaptive Learning Resources,Medium Risk,1
2274,22,Female,2,78.52,85.93,21.34,85.81,3.39,9.63,68.73,12,9,33,5,6,15.23,0,0,1,53.49,53.86,Adaptive Learning Resources,Medium Risk,1
2275,23,Female,2,87.79,72.51,91.73,56.94,2.48,6.19,76.13,28,13,15,7,3,27.43,1,1,0,57.54,63.09,Adaptive Learning Resources,Medium Risk,1
2276,19,Male,3,72.58,41.14,35.44,84.46,1.15,1.58,20.35,37,12,19,0,6,15.37,1,0,0,31.86,39.28,Academic Counseling and Tutoring,High Risk,2
2277,23,Male,2,39.0,24.77,84.62,59.0,3.44,8.13,22.47,19,2,68,4,6,98.98,0,1,0,46.42,50.29,Adaptive Learning Resources,Medium Risk,1
2278,24,Male,1,65.58,20.16,71.1,50.23,3.27,0.86,68.92,37,6,71,0,5,68.87,0,0,0,56.72,62.98,Adaptive Learning Resources,Medium Risk,1
2279,22,Male,2,43.49,92.35,59.46,43.41,2.37,12.37,34.57,34,5,10,6,1,68.17,1,0,0,58.31,61.87,Adaptive Learning Resources,Medium Risk,1
2280,25,Male,1,81.47,95.37,94.03,25.63,1.06,14.11,86.55,38,13,27,5,6,94.32,0,0,0,51.93,54.87,Adaptive Learning Resources,Medium Risk,1
2281,22,Male,1,79.24,27.53,28.33,62.56,2.04,12.25,70.2,0,4,49,3,5,25.84,0,1,1,44.28,49.27,Adaptive Learning Resources,Medium Risk,1
2282,25,Male,1,99.54,58.96,25.14,58.98,2.3,14.3,98.43,43,2,20,7,5,17.35,0,1,1,43.15,47.78,Adaptive Learning Resources,Medium Risk,1
2283,20,Male,1,75.87,32.13,42.36,97.82,1.5,13.51,78.24,12,9,71,7,3,73.02,1,0,1,54.92,57.2,Adaptive Learning Resources,Medium Risk,1
2284,24,Female,2,87.01,95.9,85.57,47.12,1.48,13.48,27.26,26,5,3,1,0,67.52,0,0,0,81.01,83.58,Regular Monitoring,Low Risk,0
2285,20,Male,2,52.44,39.75,17.99,47.94,1.5,4.06,33.68,2,1,29,4,6,91.9,0,0,0,16.62,23.04,Academic Counseling and Tutoring,High Risk,2
2286,18,Female,4,57.1,60.13,35.35,24.75,2.11,3.85,23.72,19,5,79,0,4,42.47,1,1,1,42.43,47.96,Adaptive Learning Resources,Medium Risk,1
2287,25,Male,2,94.61,33.25,51.1,63.78,3.45,12.24,79.29,27,7,69,2,2,61.96,0,1,1,83.92,85.37,Regular Monitoring,Low Risk,0
2288,21,Female,3,84.09,46.62,75.6,86.31,3.28,7.63,30.15,5,3,54,2,3,62.99,0,1,1,73.37,73.93,Regular Monitoring,Low Risk,0
2289,20,Female,2,77.59,41.34,40.44,32.31,1.03,14.16,73.1,8,7,43,9,2,36.81,0,0,1,34.69,39.76,Academic Counseling and Tutoring,High Risk,2
2290,18,Female,3,51.51,58.03,53.09,10.82,1.03,13.51,64.43,44,6,31,2,1,45.6,0,1,0,53.02,58.0,Adaptive Learning Resources,Medium Risk,1
2291,17,Female,3,80.41,53.58,43.63,72.23,1.23,13.45,70.66,32,7,19,2,6,44.62,0,1,1,46.77,53.94,Adaptive Learning Resources,Medium Risk,1
2292,23,Male,2,92.64,46.46,22.83,12.82,2.4,5.23,60.69,3,13,10,9,1,86.78,0,0,1,41.1,43.56,Adaptive Learning Resources,Medium Risk,1
2293,22,Male,1,50.0,28.47,77.79,46.83,3.67,2.43,21.04,12,9,8,1,3,46.92,0,0,0,58.22,63.74,Adaptive Learning Resources,Medium Risk,1
2294,18,Male,2,80.9,58.76,54.22,65.14,1.55,10.33,40.26,37,2,54,6,1,67.96,0,0,1,54.91,58.74,Adaptive Learning Resources,Medium Risk,1
2295,24,Male,3,60.59,88.02,84.06,44.74,2.43,6.89,90.8,0,12,6,6,3,46.78,0,0,0,57.49,61.55,Adaptive Learning Resources,Medium Risk,1
2296,20,Male,2,42.72,78.42,74.05,33.45,1.12,14.04,94.34,24,2,44,3,0,22.21,1,1,1,63.81,68.01,Adaptive Learning Resources,Medium Risk,1
2297,24,Female,4,84.62,77.65,19.91,81.93,1.06,12.88,27.78,0,13,70,7,3,93.69,0,1,0,50.42,54.95,Adaptive Learning Resources,Medium Risk,1
2298,23,Female,1,45.86,49.29,57.51,37.08,1.02,13.97,96.21,31,1,14,9,1,21.69,1,0,0,34.9,40.78,Academic Counseling and Tutoring,High Risk,2
2299,21,Female,1,51.44,76.67,99.22,26.2,3.21,8.73,73.64,41,11,71,9,0,15.86,0,0,0,64.79,68.66,Adaptive Learning Resources,Medium Risk,1
2300,24,Female,3,85.89,57.24,41.17,44.96,1.07,8.13,93.8,18,2,48,7,5,38.05,1,0,1,26.87,33.74,Academic Counseling and Tutoring,High Risk,2
2301,25,Female,4,83.24,32.02,56.9,21.85,1.82,12.78,52.09,16,3,46,3,7,38.6,0,0,0,31.81,38.18,Academic Counseling and Tutoring,High Risk,2
2302,21,Female,2,51.52,53.52,70.42,72.14,2.94,7.92,28.14,38,12,3,5,0,39.67,0,1,0,67.88,70.64,Regular Monitoring,Low Risk,0
2303,21,Female,3,96.16,30.62,32.19,73.91,2.86,13.55,44.2,40,7,10,5,3,83.13,0,1,1,62.05,66.96,Adaptive Learning Resources,Medium Risk,1
2304,18,Male,1,48.99,29.16,74.71,11.33,1.17,1.0,75.17,11,3,23,4,2,39.39,0,0,1,28.45,31.16,Academic Counseling and Tutoring,High Risk,2
2305,21,Male,3,99.59,21.84,71.08,72.54,1.77,5.7,83.62,19,12,21,3,2,68.64,1,1,0,65.3,65.93,Regular Monitoring,Low Risk,0
2306,19,Female,3,82.96,42.63,46.87,36.91,2.92,12.61,24.01,21,11,75,8,1,15.63,0,0,0,54.82,57.85,Adaptive Learning Resources,Medium Risk,1
2307,23,Female,4,60.51,46.47,39.18,69.06,2.18,3.54,58.96,44,13,61,5,6,90.86,0,1,0,37.58,41.38,Academic Counseling and Tutoring,High Risk,2
2308,21,Female,1,43.47,75.96,93.12,73.58,2.4,6.29,25.15,30,8,12,6,6,37.1,0,1,0,37.07,46.53,Academic Counseling and Tutoring,High Risk,2
2309,24,Male,2,55.83,63.04,25.8,35.0,1.62,0.65,89.09,33,3,22,4,6,60.69,0,0,0,20.03,20.69,Academic Counseling and Tutoring,High Risk,2
2310,17,Female,3,47.59,88.68,51.72,26.68,1.11,4.87,58.11,22,14,67,1,5,63.31,0,0,1,42.62,45.99,Adaptive Learning Resources,Medium Risk,1
2311,19,Male,1,75.42,34.12,80.19,84.37,2.04,5.12,93.19,43,2,54,5,3,35.39,0,0,0,53.32,59.9,Adaptive Learning Resources,Medium Risk,1
2312,19,Male,3,58.2,41.28,27.59,76.53,3.05,11.12,26.29,18,10,23,2,2,65.23,0,0,0,67.87,68.67,Regular Monitoring,Low Risk,0
2313,25,Male,2,54.18,95.29,94.3,85.34,3.3,10.32,46.44,1,10,25,9,6,88.69,1,0,0,54.51,55.59,Adaptive Learning Resources,Medium Risk,1
2314,21,Male,2,84.21,55.52,59.73,49.21,2.78,6.95,74.12,1,4,67,5,3,43.15,0,1,0,56.67,61.94,Adaptive Learning Resources,Medium Risk,1
2315,25,Male,4,49.99,83.12,57.91,51.07,2.18,11.06,43.49,37,4,27,2,2,94.36,1,1,1,66.53,67.97,Regular Monitoring,Low Risk,0
2316,25,Male,2,73.15,59.37,51.06,40.98,2.75,6.71,87.32,38,5,72,7,0,34.94,0,0,1,60.72,64.84,Adaptive Learning Resources,Medium Risk,1
2317,17,Male,4,47.65,57.69,88.73,54.92,3.11,6.8,98.95,36,12,37,6,7,25.02,0,1,0,43.2,46.16,Adaptive Learning Resources,Medium Risk,1
2318,18,Male,4,81.46,31.85,95.62,68.19,3.27,9.86,42.5,11,5,38,0,7,44.72,0,1,1,62.13,65.94,Adaptive Learning Resources,Medium Risk,1
2319,21,Female,3,75.63,88.1,47.31,83.31,1.28,10.98,48.89,27,3,19,3,3,90.87,1,0,0,59.98,62.28,Adaptive Learning Resources,Medium Risk,1
2320,20,Female,1,86.88,26.27,61.1,26.49,3.41,12.78,97.39,10,1,28,1,6,28.72,0,1,0,57.39,62.09,Adaptive Learning Resources,Medium Risk,1
2321,25,Male,4,39.45,44.82,41.81,46.49,1.19,11.4,48.64,41,8,75,5,2,50.35,0,1,0,42.22,46.94,Adaptive Learning Resources,Medium Risk,1
2322,23,Male,4,48.66,73.88,46.28,51.51,3.61,10.22,64.48,28,10,20,4,4,68.06,1,0,0,62.62,67.37,Adaptive Learning Resources,Medium Risk,1
2323,22,Female,1,45.04,60.58,17.41,53.92,2.18,8.64,81.54,20,2,59,1,1,84.33,1,0,0,65.2,67.04,Regular Monitoring,Low Risk,0
2324,23,Female,2,47.39,90.51,81.8,58.78,2.64,4.97,55.07,28,13,37,0,1,91.93,0,0,1,84.74,86.56,Regular Monitoring,Low Risk,0
2325,17,Male,1,41.7,23.14,97.39,82.16,1.87,4.29,49.81,28,12,34,6,3,99.31,0,0,0,48.74,54.12,Adaptive Learning Resources,Medium Risk,1
2326,17,Female,4,71.54,71.95,80.41,89.76,2.28,12.73,59.65,39,14,62,8,4,86.85,0,0,0,63.46,67.89,Adaptive Learning Resources,Medium Risk,1
2327,24,Female,4,73.57,58.2,59.05,24.32,3.54,10.9,82.36,41,11,7,8,0,15.81,0,1,0,64.85,69.35,Adaptive Learning Resources,Medium Risk,1
2328,18,Male,4,89.83,32.34,85.34,74.14,1.89,10.15,44.97,11,5,5,9,1,48.4,0,0,0,51.09,54.47,Adaptive Learning Resources,Medium Risk,1
2329,25,Male,3,62.15,79.46,87.92,53.12,2.69,4.25,48.06,1,2,10,2,6,87.61,0,1,1,50.58,56.5,Adaptive Learning Resources,Medium Risk,1
2330,23,Male,2,69.61,52.9,61.28,47.59,2.94,14.56,35.13,39,6,26,5,3,97.97,0,0,0,63.19,67.99,Adaptive Learning Resources,Medium Risk,1
2331,22,Female,1,99.43,62.53,94.66,20.2,1.44,1.68,76.13,37,7,24,9,5,20.06,0,0,0,21.76,28.43,Academic Counseling and Tutoring,High Risk,2
2332,17,Male,1,69.57,97.38,17.56,15.77,3.33,12.65,91.96,32,7,69,0,1,43.89,1,0,1,84.42,87.36,Regular Monitoring,Low Risk,0
2333,17,Male,1,72.28,58.9,15.86,98.0,4.0,3.56,34.86,44,13,58,0,3,70.32,0,0,1,79.37,83.03,Regular Monitoring,Low Risk,0
2334,18,Male,2,99.73,85.87,21.92,67.81,1.47,6.19,22.77,9,1,70,5,5,49.74,0,0,0,34.76,41.13,Academic Counseling and Tutoring,High Risk,2
2335,22,Female,4,99.62,81.57,19.92,50.72,3.3,6.7,50.5,40,9,27,5,7,28.32,1,0,1,40.69,46.21,Adaptive Learning Resources,Medium Risk,1
2336,22,Female,4,62.56,73.02,51.09,78.56,1.44,10.11,52.81,10,1,5,4,4,91.46,1,1,1,47.88,51.02,Adaptive Learning Resources,Medium Risk,1
2337,18,Female,2,76.27,91.74,94.93,18.2,3.85,8.43,71.67,15,8,22,5,2,40.86,0,0,0,73.91,75.62,Regular Monitoring,Low Risk,0
2338,17,Female,3,66.25,40.13,72.39,64.67,2.23,3.2,26.85,7,11,26,9,6,36.74,1,0,0,20.39,29.24,Academic Counseling and Tutoring,High Risk,2
2339,21,Male,3,81.85,85.66,71.05,69.46,3.94,0.94,85.72,3,1,76,4,7,63.59,0,0,0,55.79,58.74,Adaptive Learning Resources,Medium Risk,1
2340,21,Female,2,96.0,50.22,47.72,50.68,1.2,10.9,65.92,43,11,32,5,6,86.8,0,0,0,39.73,44.48,Academic Counseling and Tutoring,High Risk,2
2341,18,Female,3,55.13,85.0,60.37,32.73,3.37,7.82,63.68,27,14,8,8,2,55.52,1,0,0,56.91,62.08,Adaptive Learning Resources,Medium Risk,1
2342,22,Male,2,88.23,59.5,40.85,95.91,2.42,5.75,45.31,16,13,14,6,5,24.53,0,0,0,44.98,48.7,Adaptive Learning Resources,Medium Risk,1
2343,25,Female,4,77.57,88.62,59.02,37.1,1.87,4.63,49.22,17,3,56,2,6,53.08,0,1,1,41.04,43.95,Adaptive Learning Resources,Medium Risk,1
2344,18,Female,3,53.21,91.59,78.47,21.23,3.24,12.43,24.43,4,10,69,8,6,23.42,0,0,0,40.03,44.23,Adaptive Learning Resources,Medium Risk,1
2345,18,Female,3,86.82,67.81,62.49,66.74,2.91,12.04,80.3,7,4,10,5,2,29.78,1,1,1,69.59,72.6,Regular Monitoring,Low Risk,0
2346,19,Male,1,62.76,60.61,50.6,61.69,3.71,12.48,68.38,4,9,59,4,2,52.09,0,0,1,77.63,81.27,Regular Monitoring,Low Risk,0
2347,23,Female,1,42.83,82.66,86.82,77.93,1.75,3.68,98.11,34,8,44,3,0,24.73,0,0,1,71.08,72.44,Regular Monitoring,Low Risk,0
2348,22,Female,2,99.57,41.36,39.43,77.84,3.82,12.85,48.28,22,12,31,9,3,71.96,0,0,0,64.49,67.17,Adaptive Learning Resources,Medium Risk,1
2349,24,Male,3,62.67,21.23,55.93,65.82,2.93,14.79,73.3,21,13,69,0,0,61.23,1,0,0,93.63,94.44,Regular Monitoring,Low Risk,0
2350,24,Male,4,70.2,52.57,98.14,28.68,2.35,9.19,93.56,1,11,62,6,7,44.18,0,0,0,41.16,44.61,Adaptive Learning Resources,Medium Risk,1
2351,22,Male,2,87.52,60.62,97.22,89.84,1.16,1.18,76.93,35,11,68,4,2,28.52,1,1,0,60.72,62.65,Adaptive Learning Resources,Medium Risk,1
2352,19,Female,3,97.46,43.78,15.53,32.35,3.3,10.68,23.22,2,12,55,0,6,58.61,1,0,0,56.85,64.88,Adaptive Learning Resources,Medium Risk,1
2353,19,Female,2,91.74,50.67,60.24,18.46,3.58,8.3,70.58,27,5,40,3,2,82.86,1,1,1,71.68,72.57,Regular Monitoring,Low Risk,0
2354,17,Male,2,69.13,30.64,43.64,37.13,3.43,10.82,63.63,43,4,30,9,4,78.69,1,1,0,40.71,44.33,Adaptive Learning Resources,Medium Risk,1
2355,23,Male,3,70.47,42.18,39.75,53.49,3.21,3.23,59.95,22,10,22,0,1,97.66,0,1,0,76.05,77.91,Regular Monitoring,Low Risk,0
2356,21,Male,4,53.26,39.21,65.68,28.65,3.91,9.28,64.24,8,9,13,9,2,57.53,1,0,0,51.87,55.43,Adaptive Learning Resources,Medium Risk,1
2357,20,Female,1,65.08,44.08,52.94,40.03,3.55,8.32,56.85,18,1,70,3,0,68.68,1,0,0,74.57,75.48,Regular Monitoring,Low Risk,0
2358,20,Male,2,96.54,43.92,77.29,56.23,3.78,9.24,75.35,22,11,24,6,7,35.7,0,0,0,52.64,57.72,Adaptive Learning Resources,Medium Risk,1
2359,20,Female,2,82.25,64.72,17.31,39.06,3.19,11.05,21.19,12,6,18,8,5,80.61,0,0,1,36.73,44.09,Academic Counseling and Tutoring,High Risk,2
2360,22,Female,1,35.77,40.05,93.79,18.04,3.46,8.39,35.08,8,13,62,1,0,57.5,0,1,1,79.52,81.12,Regular Monitoring,Low Risk,0
2361,24,Female,4,42.57,95.28,63.25,27.75,1.87,5.17,49.23,4,8,32,3,6,55.17,0,0,0,34.96,40.65,Academic Counseling and Tutoring,High Risk,2
2362,24,Male,3,95.05,60.9,73.15,81.48,3.01,4.98,56.21,39,7,13,0,5,40.4,0,1,0,68.56,70.25,Regular Monitoring,Low Risk,0
2363,21,Male,1,90.17,30.32,66.39,95.89,1.62,10.58,30.44,29,8,49,5,6,42.05,0,0,0,41.98,47.02,Adaptive Learning Resources,Medium Risk,1
2364,22,Male,1,66.6,42.37,99.08,23.36,1.21,10.13,85.61,22,13,23,7,0,32.64,0,0,1,54.38,58.76,Adaptive Learning Resources,Medium Risk,1
2365,20,Male,4,75.1,78.38,98.84,71.29,2.74,6.62,94.35,32,3,53,2,4,95.37,0,1,0,76.42,77.42,Regular Monitoring,Low Risk,0
2366,25,Male,3,53.83,21.09,66.84,91.5,3.35,5.63,80.1,20,5,6,4,0,35.23,1,0,0,71.82,73.31,Regular Monitoring,Low Risk,0
2367,24,Female,3,86.53,95.03,73.14,36.92,1.25,9.49,94.31,12,13,75,0,5,18.28,1,1,1,63.16,64.97,Adaptive Learning Resources,Medium Risk,1
